demo[ZCTA5],[Mexicanos],[Negros],[Blancos],[Latinos],[Asiaticos],[Otros - no hispanos]
60178,1402,422,19128,393,439,423
16507,108,2153,6544,683,302,316
29583,196,2321,2972,0,0,36
55017,5,4,815,0,0,15
79739,404,0,612,31,0,0
16508,148,775,14374,713,286,462
36505,0,609,963,0,68,16
60180,39,0,1977,14,0,0
79738,15,0,238,0,0,1
16509,160,782,25570,346,559,869
42633,138,463,18591,462,4,215
66741,0,0,171,0,0,0
29582,165,1130,14119,404,226,222
79735,9288,588,3212,433,24,149
55018,40,4,1014,9,4,15
16510,92,1970,21483,942,378,449
79734,672,12,1328,65,18,15
66743,214,39,4012,18,0,79
29581,156,1260,3308,8,0,52
16511,43,1116,9781,639,72,169
79733,58,0,145,0,0,4
42631,0,0,67,0,0,0
55019,74,24,1866,15,25,22
36507,302,4768,14869,93,29,323
16546,1,76,783,55,65,40
66746,10,0,217,2,0,0
79731,2717,198,1587,81,0,8
29580,0,1017,112,0,36,6
16563,0,77,1363,46,130,64
42567,213,6,6155,0,0,117
79762,16743,1644,20765,2866,607,1167
29594,0,21,107,0,0,0
54983,317,42,4063,18,0,123
29617,4480,4154,15193,2265,653,352
66701,277,499,11057,56,114,291
79835,11034,206,813,433,0,47
16406,4,17,3163,12,4,21
60192,493,279,9819,413,4823,408
36475,0,707,1241,12,14,20
79834,38,0,97,6,0,22
42721,5,14,3426,45,26,6
16407,38,76,10411,79,48,277
29615,790,3799,27850,1572,1518,513
54984,79,8,2939,1,12,22
79836,5114,0,505,26,6,43
66710,38,0,578,0,0,21
16410,5,21,1628,9,7,39
79830,3342,25,3997,270,149,111
16411,14,0,1531,0,0,137
42718,259,1138,22647,264,114,685
66711,0,0,615,5,0,11
54985,30,150,194,7,20,24
79821,5662,231,630,365,29,94
16412,40,151,9719,411,133,153
29614,75,106,1862,52,111,108
60191,2872,175,9962,476,768,176
36476,5,31,4,0,0,19
79789,443,5,530,30,27,8
79831,0,0,11,0,0,0
16405,0,7,785,0,0,21
42722,0,67,399,0,0,6
66622,0,17,66,0,0,0
54980,0,0,103,0,0,0
60194,2595,541,10402,933,3940,633
36473,0,0,106,0,0,0
16373,5,67,2942,41,24,95
66618,441,175,8436,64,51,362
79845,4131,0,374,111,137,0
16374,5,6,1937,5,0,27
79843,1502,0,664,11,106,0
42726,85,29,4893,15,0,103
29624,369,5977,7550,142,66,258
16401,73,992,5375,175,5,85
79842,200,0,216,18,0,20
54981,252,56,14536,47,91,266
66619,224,269,2174,26,69,260
16402,0,5,720,0,0,3
79839,1648,0,76,0,12,0
29621,240,7760,30822,1133,823,793
42724,0,161,4391,20,21,144
60193,1471,1316,27727,1687,6916,1075
36474,83,614,2416,27,18,0
66621,35,39,451,30,79,45
16403,47,291,6102,72,43,101
79838,7196,14,277,65,0,0
54982,479,55,6198,28,20,115
29620,5,4456,8480,65,0,67
16404,7,0,3547,10,5,24
79837,187,0,234,0,0,2
66712,33,0,1723,0,0,57
16415,14,179,8993,133,142,99
29613,36,136,1478,76,91,65
79788,106,4,280,20,0,11
66717,10,0,617,0,5,7
29605,1854,15172,16868,1318,199,1027
16426,27,10,3718,44,5,66
36480,0,165,1252,0,0,186
79772,9496,627,2328,566,150,176
66720,581,109,10217,98,21,371
79770,0,0,41,0,0,0
16427,0,0,223,0,0,0
42712,0,0,1527,27,0,4
55006,147,76,3609,28,36,99
29601,307,3708,6776,404,19,189
79766,4906,138,1427,126,0,0
16428,36,126,11957,253,25,207
66724,4,0,1176,18,0,26
60188,4562,2296,27622,1401,6665,572
79765,4002,589,6633,253,543,179
16433,33,31,5125,26,23,50
55007,22,14,2162,18,16,96
42701,1330,3783,41194,835,1389,2002
29596,0,731,1465,28,12,107
36481,0,291,56,0,0,0
79764,13195,601,6962,584,73,188
16434,16,27,3007,10,0,33
66725,65,61,5314,12,16,278
79763,25444,736,8863,1030,245,565
55008,140,85,14307,25,260,451
16435,0,23,1801,24,18,7
79777,35,5,177,1,0,12
66728,0,0,18,0,0,0
16424,4,8,4498,19,10,22
42713,10,59,1671,0,0,81
42717,14,223,6368,0,27,115
54986,22,0,4570,34,0,16
16416,0,0,167,0,0,17
79785,68,0,39,0,6,0
16417,4,94,7309,88,34,147
66713,111,15,4611,28,19,749
29611,4010,9431,14353,1460,82,471
79783,18,0,315,0,0,0
42716,0,0,1504,0,0,6
55001,12,17,2694,102,125,29
16420,0,3,654,0,13,19
79782,2218,38,2089,72,0,32
60190,331,148,9909,119,282,231
36477,183,418,3578,4,0,189
66714,0,0,205,0,8,3
29609,1830,5564,20699,1297,448,573
16421,0,16,2509,28,13,39
79781,26,84,224,0,0,0
42715,0,0,328,0,0,0
55003,64,692,2427,38,50,333
16422,7,0,244,0,0,0
79780,116,0,38,0,0,14
66716,2,4,528,9,0,0
16423,8,5,4396,125,6,19
79778,242,19,589,8,0,3
29607,895,10821,22836,1104,1872,515
60189,976,1446,25822,775,1871,669
55005,351,25,4119,3,38,98
79846,88,0,0,0,0,0
29575,500,300,15684,356,380,365
16619,0,0,304,0,0,0
79532,262,8,462,1,0,7
42463,0,0,83,0,0,0
16666,0,0,2951,0,6,4
60163,1183,1775,1514,363,254,103
79530,38,0,409,5,0,2
66780,0,2,591,12,0,32
29545,0,363,1431,55,0,11
16667,9,35,1359,0,0,43
79529,322,52,873,75,2,11
55046,54,21,5346,16,3,16
42462,4,3,1143,0,0,16
36526,764,5130,25804,447,375,631
16665,4,0,333,0,0,29
16668,9,7,3518,12,0,7
66781,7,0,923,19,0,72
29544,2,238,4796,23,40,42
16669,2,11,2099,0,3,25
79527,58,0,173,0,0,0
55047,5,1,2218,108,5,70
60162,2161,3407,1953,449,85,127
42461,0,0,1056,0,0,1
16670,0,0,43,0,0,0
66782,2,0,217,2,0,19
79526,249,5,731,2,0,4
29543,0,57,458,0,0,0
36527,406,898,11525,72,85,674
79528,104,3,454,12,0,3
66779,3,0,628,0,5,27
55045,86,4,7300,21,47,43
79533,0,2,264,5,0,13
79539,25,0,123,0,0,3
16656,0,0,1227,15,3,18
60165,4037,100,197,506,75,21
29554,23,5389,3843,20,17,99
36524,0,519,653,0,0,34
79538,4,0,190,0,0,5
66776,6,3,1207,0,0,45
16657,3,10,1309,16,2,11
79537,0,0,40,0,0,0
42501,163,392,16828,270,7,343
29550,447,9351,21356,316,157,553
55043,29,5,3474,49,43,22
16659,0,0,338,0,0,0
66777,0,1,539,1,0,12
79536,549,21,4061,37,0,143
16661,0,11,859,0,2,0
60164,10912,645,7442,1705,799,197
29547,437,1608,1229,7,9,157
66778,0,0,0,0,0,0
79535,14,0,83,0,0,0
42464,0,6,1935,0,11,28
55044,698,724,45157,656,2482,1473
16662,12,44,5745,74,0,18
36525,19,127,1535,0,6,58
79534,18,0,66,0,0,0
16664,6,0,1905,15,11,19
29546,435,1304,1101,132,0,26
79525,131,0,1944,33,0,42
16671,0,0,547,0,0,8
55049,305,9,2213,7,11,21
66783,7,19,1970,0,8,69
79510,557,174,6362,43,8,221
42455,192,15,2584,308,4,28
29530,39,244,2041,0,0,20
16682,0,0,35,0,0,0
79508,226,87,1184,39,36,14
55054,0,43,2450,24,34,10
36529,0,1,104,0,0,12
66835,17,0,1143,0,0,30
16683,0,2,390,0,0,2
79506,17,0,763,0,0,0
29527,566,7894,15643,413,140,438
42453,3,0,492,7,0,2
60156,2165,868,22783,1109,1261,626
16685,0,0,170,0,0,0
79505,41,9,269,0,0,11
55055,139,331,2764,0,39,186
66838,0,0,141,0,0,0
16686,21,88,12913,59,54,133
79504,257,14,2850,34,31,67
29526,1240,6778,33318,790,401,844
16689,0,0,401,0,0,0
79503,12,7,218,0,0,1
66839,78,51,3524,17,52,72
42452,0,4,2165,187,1,18
55056,322,108,13050,26,13,277
36530,483,76,6707,68,0,98
16691,0,0,318,6,0,0
66834,24,9,840,22,0,72
55042,278,48,8310,43,350,103
16680,0,0,453,0,0,0
79511,188,0,1100,7,0,0
29541,0,3950,6388,23,32,169
79521,714,130,2556,543,62,86
42459,38,241,3903,23,29,35
16672,0,0,273,0,0,0
79520,496,134,1433,56,0,50
66801,5825,734,19335,1073,608,849
55051,127,20,9070,34,34,108
16673,8,27,5130,30,24,39
29540,0,3414,2107,76,0,38
79519,0,0,57,0,0,5
16674,0,27,705,0,0,0
42458,0,0,1100,0,0,28
60160,15760,1330,5129,3029,194,92
79518,0,0,60,0,0,0
66830,12,0,155,0,0,12
55052,85,0,1737,0,6,17
16677,0,0,281,0,0,0
29536,292,8491,6344,55,0,1098
79517,34,0,254,0,0,11
16678,7,7,2588,40,0,69
36528,13,0,1085,17,5,36
66833,5,3,478,2,20,121
79512,3056,906,3747,175,75,115
42456,30,0,1298,0,0,6
16679,4,0,824,0,0,6
29532,231,10457,9309,177,121,235
55053,18,0,1089,1,6,1
60157,31,9,2098,10,138,7
55025,148,91,22393,476,419,465
42503,269,157,21615,393,396,427
16655,0,0,1520,0,0,19
79603,11003,2515,9806,503,146,398
29570,0,930,1962,17,12,644
66758,9,0,171,5,0,5
60174,2676,422,25887,571,1017,474
36513,0,324,677,0,0,78
16630,18,67,4200,23,72,42
79602,4152,894,16239,507,317,594
55030,14,12,1263,5,0,29
42544,0,42,5561,0,9,21
16631,0,0,51,0,0,0
79601,6317,3933,15330,619,510,839
66760,0,0,0,0,0,0
16627,8,8,2243,20,2,22
29569,327,3964,10990,181,49,459
79567,1157,30,1789,124,129,39
55031,26,0,2116,21,23,20
66761,65,0,304,0,0,8
29568,72,4467,8918,181,31,223
79566,30,0,258,0,0,0
16634,0,0,286,0,0,0
42541,16,0,613,0,0,0
60173,744,602,5689,284,4691,236
36518,55,315,1819,0,0,12
79565,24,0,204,10,0,3
16635,0,10,11436,0,266,262
55032,32,47,3227,0,39,56
16633,0,0,238,0,0,0
42553,33,26,4875,18,4,0
55029,0,0,52,0,0,0
79605,5426,2389,20278,703,474,741
36511,0,0,356,0,0,0
60176,2294,114,7532,1144,387,342
79705,13493,3094,20055,732,468,677
66754,0,0,431,0,1,23
16620,3,0,277,11,1,7
79703,11762,1163,8520,617,478,70
29574,185,6434,4978,54,33,163
55026,0,0,373,0,7,0
16621,3,0,682,6,0,2
42566,0,0,488,0,0,18
66755,21,2,1123,0,0,18
79701,18392,2456,7378,1033,30,304
16622,0,0,199,0,0,2
29572,150,563,7770,216,37,187
79699,28,38,104,0,0,0
60175,832,356,23845,195,651,455
36512,0,0,0,0,0,0
55027,205,7,2786,8,1,27
16623,1,2,460,0,0,1
66756,5,0,656,0,0,64
79607,511,451,2024,50,152,158
42565,4,0,429,0,0,0
16624,0,0,236,2,0,0
79606,2985,1873,16646,652,1005,486
29571,9,9374,5221,22,157,117
66757,52,8,3038,46,0,105
16625,0,58,3775,27,0,57
66762,1236,835,21131,261,663,852
79563,217,8,759,17,0,7
16636,0,2,720,0,0,2
29567,7,303,194,8,0,117
29563,0,770,1688,0,0,71
79547,132,17,467,7,0,0
42519,0,1,3179,0,21,27
55038,299,117,20228,199,373,416
66771,43,9,992,0,0,64
16647,0,0,690,0,0,2
79546,584,107,1111,54,10,15
29560,465,7530,5219,41,37,272
66772,11,0,322,0,0,1
16648,168,105,14673,64,233,162
79545,631,0,1248,13,35,15
60169,6329,1770,15242,1660,8306,751
42518,0,18,2402,101,0,20
55040,185,35,12106,76,38,228
16650,12,0,1971,0,30,18
79544,59,32,314,5,0,21
29556,112,8361,3216,139,98,158
36523,50,72,2358,16,0,8
16651,0,1142,4285,305,46,155
79543,352,30,736,50,4,4
66773,0,0,749,0,10,23
42516,0,0,419,0,0,0
55041,184,14,7349,22,8,71
79541,17,0,1087,0,0,0
16652,123,1962,15264,529,174,288
29555,43,2213,3701,31,105,75
79540,0,0,61,0,0,0
16646,4,0,2382,9,0,6
66775,0,0,144,0,0,4
79548,28,0,142,0,0,0
16645,0,0,154,0,0,0
42539,140,97,9588,70,25,111
79562,132,0,3928,0,0,17
16637,0,37,2268,41,21,0
55033,636,367,27738,334,150,571
66763,153,0,3081,31,8,106
29566,458,2417,12547,386,276,303
79561,45,28,512,8,0,2
16638,0,0,36,0,0,0
60172,1724,1187,18292,946,2327,569
36521,36,354,4774,26,0,151
79560,7,0,59,25,0,0
66767,3,0,520,1,0,43
42533,12,6,789,8,0,8
16639,0,5,1416,3,3,10
29565,0,2655,3858,25,72,328
55036,0,0,79,0,3,0
79556,4445,810,7213,311,20,86
16640,2,2,761,8,8,5
79553,811,342,2000,174,0,24
66769,0,0,362,0,0,39
42528,93,3,1440,0,0,0
16641,41,2,2380,20,1,17
29564,0,797,98,0,0,23
79549,6017,815,8469,425,57,235
55037,138,24,4093,14,8,576
60171,1572,159,7107,1086,199,125
36522,198,1228,5188,22,9,490
66770,63,11,953,0,0,56
29625,1062,5275,21229,279,135,495
66617,488,69,8309,90,34,191
16372,0,0,438,0,0,10
29682,54,79,3395,16,8,2
36432,14,747,2012,1,0,15
80120,2990,699,25011,790,359,976
43013,0,0,988,0,0,16
54929,141,0,8039,351,5,200
16218,3,91,1118,0,0,1
66520,5,0,494,19,0,3
80118,174,38,5732,266,66,78
60415,1515,1539,10369,146,553,229
16222,0,4,2485,28,3,31
29681,1381,5877,41387,2478,1625,1116
66521,37,15,1662,7,2,57
16217,0,0,82,0,0,0
80117,50,1,2414,47,24,85
16223,0,0,166,0,0,0
80116,69,0,3667,95,29,127
43011,44,100,7866,81,0,118
16224,2,0,1194,0,0,25
29680,389,5400,21601,1483,415,322
80113,1360,580,18717,431,366,759
66522,0,0,22,0,0,0
36435,0,332,23,0,0,0
16226,12,163,7428,84,28,35
80112,1637,781,25403,1426,2468,849
54931,0,0,273,0,0,18
43010,0,0,390,0,0,0
54930,38,10,1556,15,3,16
80121,1615,163,16153,443,681,288
66518,0,0,105,0,0,0
60416,304,230,8189,199,16,202
29686,13,18,609,3,0,10
66515,54,0,463,0,0,1
16201,19,70,17718,7,53,87
80127,2186,345,38432,1566,1256,906
43016,488,1116,23938,1069,7272,867
54923,447,8,8212,16,5,90
16210,0,0,1008,0,0,48
80126,2445,360,36874,1104,2665,772
29685,0,45,1484,0,6,14
60417,867,3779,10246,151,233,256
66516,0,34,293,0,0,37
80125,581,130,9308,301,131,234
16211,0,0,114,0,0,0
43015,432,1954,47432,591,1024,1401
54927,0,0,571,0,0,0
80124,671,349,15789,656,1774,775
16212,0,5,292,0,0,0
29684,0,553,3182,5,0,261
36426,280,4520,10388,30,6,290
66517,96,118,1474,77,36,118
80123,4327,428,35633,1682,2337,1395
16213,0,0,150,0,0,0
29683,0,0,140,0,0,0
80122,1234,253,28387,903,345,686
43014,25,23,3418,41,0,24
54928,0,0,448,0,3,25
16214,29,322,8912,74,184,123
60411,12596,29412,13787,1158,212,1465
29678,744,3567,16913,319,128,543
66523,40,11,3575,0,0,69
16228,0,0,445,1,0,0
66528,4,51,842,9,0,126
29671,160,557,16564,254,22,231
80103,183,0,2306,56,0,191
16239,110,2292,2451,434,26,129
60409,4792,27356,4078,417,99,508
66531,7,7,1410,9,0,59
80102,767,59,4158,122,39,130
43005,0,0,111,0,0,0
29670,188,1855,6284,84,240,243
16240,9,0,1250,4,2,21
54937,566,331,17671,57,253,325
80101,27,0,403,0,0,0
66532,12,0,514,0,4,18
16242,48,7,4517,24,12,33
29669,559,1122,9986,327,22,203
80045,29,16,574,46,36,58
60408,265,33,5115,26,17,72
43004,143,6731,16892,173,1079,455
16244,0,0,180,0,0,17
36441,122,855,2917,0,2,84
80033,3734,131,18667,1221,393,507
54940,36,20,3766,10,24,23
66533,44,9,1502,16,0,136
16245,0,0,206,0,0,0
80031,5877,593,24548,1912,2037,1316
29667,0,22,198,0,0,0
43003,15,0,2703,136,2,19
54935,2454,686,36122,796,902,1193
66514,16,12,1127,53,82,29
16238,0,2,463,0,0,5
36439,0,55,741,0,2,7
80111,1609,491,24058,1078,3592,1097
16229,22,1,4966,0,0,6
66524,44,0,2474,22,0,34
80110,5030,264,14079,1028,532,861
54932,25,0,1453,9,8,4
43009,10,4,2126,6,3,12
16230,0,0,414,0,0,2
80109,798,359,16781,840,435,581
29676,23,52,4959,38,50,23
36436,0,101,359,0,0,0
16232,13,10,4284,22,8,43
80108,973,238,21796,748,721,702
54933,0,0,255,0,0,2
60410,1042,82,10971,140,122,299
66526,24,8,656,0,0,46
80107,419,13,11111,380,89,412
29673,656,5404,21366,273,59,573
16233,0,4,1152,0,13,11
43008,167,0,2115,40,74,110
80106,104,60,4087,64,50,243
16235,0,1,1200,0,1,50
54934,150,0,147,0,0,62
66527,10,0,203,0,0,61
29672,278,656,11100,132,141,61
80105,41,24,1174,18,2,28
16236,0,23,389,0,0,8
43006,0,0,611,0,0,0
80104,2209,202,24502,961,232,927
66534,82,30,3470,6,0,56
80128,2081,560,30360,1185,695,808
36425,0,863,209,0,6,0
66449,1,0,818,0,3,1
16134,18,3,3910,6,0,24
54901,680,1733,34746,438,1186,595
80212,3782,632,13139,1224,295,350
43029,0,6,647,0,57,0
16136,33,8,661,0,0,30
29704,70,377,3074,29,0,207
80211,9172,958,19963,1985,558,622
66451,15,7,1551,29,6,61
60423,1144,1357,26541,485,929,451
16137,14,710,11876,89,11,173
80210,1566,535,30179,1013,1693,1001
80214,6959,332,14590,2342,159,870
54902,516,415,20104,175,600,434
43028,13,53,7777,22,43,115
16140,0,0,11,0,0,0
29702,7,872,8212,82,13,474
80209,797,378,22084,894,709,384
66501,30,0,344,17,0,46
16141,28,14,1838,0,0,76
80207,3543,7724,11656,462,303,1655
54904,354,126,19692,125,588,245
43026,1766,3164,50056,637,3424,1243
16142,38,76,6816,51,50,58
80206,1211,885,19597,818,514,490
29697,269,879,11455,198,105,165
36376,168,307,1589,6,0,35
29706,106,8271,9842,169,21,422
16133,0,0,1604,0,0,13
80215,2505,319,14677,733,471,558
66439,104,25,1990,39,41,511
43032,0,0,137,0,0,0
80221,20263,375,13923,4552,670,701
16125,78,233,17042,91,36,297
29709,71,1683,4340,7,10,24
54893,78,10,3149,25,16,487
60425,484,6072,2019,251,33,182
36374,0,46,1010,7,0,29
66440,71,12,1850,7,0,91
80220,3458,3742,24554,1279,1682,1000
16127,38,438,14748,212,152,273
29708,577,1516,26437,844,613,616
80219,41589,1324,14345,5558,3205,1321
43031,246,27,12101,111,72,118
16130,2,0,1935,7,6,12
54895,0,9,940,5,0,13
80218,1026,1083,15069,724,343,541
66441,2279,5124,16061,1942,906,2358
16131,0,5,837,11,0,6
29707,606,1296,20156,1159,383,600
80216,7564,546,3300,845,9,198
54896,24,0,1335,11,7,29
16132,0,0,146,0,0,0
60424,140,20,2115,13,7,8
43030,0,0,0,0,0,0
36375,303,633,5506,45,0,106
66442,1381,2353,8961,1287,362,792
66502,1915,2490,36489,1373,2241,1407
16143,0,0,3000,0,0,50
80205,7599,5993,15850,1605,330,1169
54909,145,0,2051,12,0,26
16154,5,0,2312,0,1,10
60420,256,477,4887,122,45,54
80134,2933,644,50815,2156,2404,2146
66509,198,11,1905,7,33,735
29690,514,1736,19239,365,84,369
43021,160,172,11313,106,390,228
16155,0,6,119,5,0,0
80133,224,10,1908,192,15,108
54915,2023,1014,35890,368,2263,1069
36421,9,710,8170,67,61,96
16156,19,5,2769,8,2,49
66510,0,7,798,0,20,11
80132,842,322,17923,313,236,919
29689,0,63,4195,6,0,65
16157,4,33,2905,18,6,24
80131,21,0,156,0,0,29
43019,0,153,8616,62,12,120
54921,216,0,903,4,2,0
16159,29,10,4591,31,12,83
60419,717,20339,956,340,110,334
80130,1644,252,23510,777,2522,801
66512,73,0,2916,0,0,108
29687,1336,4758,32294,2282,606,552
16160,0,0,921,2,0,2
80129,1797,165,25173,632,1331,976
43017,1208,1296,30462,1197,5287,999
54922,149,6,1252,14,4,35
80135,170,32,3599,58,13,89
16161,0,164,690,0,0,6
54914,2165,356,25123,314,2057,496
16153,0,0,2465,4,3,11
60422,210,4579,3981,223,113,271
36401,166,4480,3109,31,0,116
29696,274,127,4337,85,12,241
66503,667,500,12393,232,997,787
16145,2,10,2583,9,18,42
80204,14308,2179,11722,2704,570,823
43025,8,18,5208,40,92,0
80203,1373,762,15848,841,714,977
16146,51,2108,10500,178,314,508
54911,846,660,22222,267,1527,870
66506,129,123,2897,49,207,108
29693,123,607,13013,56,67,132
80202,575,606,9987,640,526,309
16148,82,735,15298,133,119,183
60421,240,98,3373,105,4,90
43023,216,163,12048,146,459,169
66507,34,4,1330,31,2,31
80138,1881,466,28001,735,365,666
16150,19,124,6882,44,73,56
29692,34,1215,3265,3,10,221
54913,93,31,18147,114,724,227
36420,49,1888,8736,144,72,167
80137,215,121,1112,32,30,46
16151,0,0,87,0,0,0
80136,276,0,4378,105,7,297
66508,114,35,4151,18,33,57
43022,25,82,4105,58,43,116
29691,1175,459,8548,287,103,469
16246,0,0,243,0,0,0
80030,5677,212,8194,1184,813,213
54941,11,63,2193,22,28,63
16341,5,5,1832,28,23,12
29642,329,1997,27089,774,492,544
66605,3878,2758,11832,249,54,1112
79916,292,604,1323,290,164,295
16342,3,81,2175,23,2,58
29640,545,2363,25773,395,197,684
42746,17,40,1851,0,0,20
54965,24,0,1423,0,11,21
79915,32969,738,1176,1690,15,34
16343,0,0,384,0,8,64
60301,182,551,1177,129,207,83
66606,1110,602,8360,340,60,643
79920,15,15,0,0,0,16
79912,50380,1232,19814,4028,2606,1432
29639,8,245,1368,43,14,110
79911,2450,52,1052,89,206,59
42743,101,232,8833,0,43,184
54966,414,13,1705,35,21,58
16345,17,23,3311,16,40,25
66607,2796,2030,3598,137,29,994
36460,37,5223,5514,53,0,76
79908,601,790,2148,658,224,377
60203,179,330,3033,143,238,166
16346,12,0,3151,29,56,112
66608,384,208,4126,282,14,390
29638,64,722,2255,52,63,153
16344,3,4,568,0,0,13
36456,0,334,1175,0,0,13
54964,14,7,991,0,0,0
42748,361,469,7813,23,36,75
54961,575,68,13067,27,78,89
66552,0,26,450,13,0,14
16331,0,0,81,0,0,0
60304,706,3209,11275,648,738,826
79930,24780,1203,2585,947,221,293
29645,448,1597,6976,140,0,386
42753,22,0,713,0,0,28
16332,0,0,53,0,0,0
79928,49210,704,4556,2001,395,549
66554,0,16,612,0,1,15
54962,0,0,1155,13,2,19
36455,12,56,285,0,0,0
16333,0,0,269,0,0,4
79927,38479,41,876,558,50,300
29644,273,4086,14447,257,143,642
66603,253,339,742,40,0,252
42749,0,501,4548,36,19,134
16334,0,2,343,0,0,0
79925,27545,1322,7946,2381,294,502
54963,667,0,6200,16,40,56
16335,79,954,25715,444,269,499
79924,39157,4382,12636,1929,1064,733
29643,0,7,2139,61,0,0
60302,1100,7127,19850,1224,1565,1392
66604,1770,1851,17447,491,213,1024
79922,5366,0,2206,424,30,555
16340,0,0,1855,0,0,19
79907,50259,236,1607,1928,15,292
42741,18,10,588,0,0,0
54967,17,0,316,31,0,0
16347,0,0,2522,0,0,2
79854,45,0,67,6,0,0
16361,0,0,53,0,0,0
66614,2092,1926,24630,592,812,1653
79853,2992,0,41,15,0,0
16362,1,0,1154,0,6,28
54974,18,9,1369,0,0,33
29628,0,927,1384,2,0,181
42731,0,0,64,0,0,0
79852,154,0,468,12,0,32
16364,0,0,1251,7,0,0
66615,380,148,2732,0,73,99
79851,596,38,167,221,30,12
16365,96,112,17454,176,144,117
29627,232,2391,14890,168,23,361
54977,2,0,1421,0,4,3
36471,0,642,480,0,0,0
60195,321,167,2061,60,1927,247
79849,12211,10,34,212,5,0
42729,0,0,1639,22,0,0
16370,0,0,147,0,0,0
66616,1361,96,3641,223,43,297
79848,489,10,178,48,0,0
29626,239,2371,10334,71,0,469
16371,6,4,3041,9,0,49
54979,2,0,1286,18,0,4
79847,0,0,72,0,0,0
42728,253,575,15398,60,48,194
60201,2361,5556,26465,1874,5473,1327
79932,21105,277,5068,843,128,276
29630,596,1371,11516,443,311,430
54971,148,113,10028,98,87,202
79906,939,638,2381,398,217,290
66609,686,777,6107,203,78,438
16350,0,0,2903,2,5,14
29635,17,22,1329,0,15,8
79905,23179,252,380,685,0,30
42740,10,14,1618,0,0,30
54968,11,20,2750,2,7,12
16351,26,6,1421,7,0,29
36467,29,1262,8298,45,26,171
79904,22797,2158,5976,1463,567,1099
60202,2599,7105,17999,1503,1948,1262
66610,235,243,8832,69,180,199
29634,8,558,4670,67,137,62
25241,0,9,2065,0,0,18
79903,14335,210,1352,559,106,23
42733,14,0,1122,0,6,25
16353,4,0,2537,12,11,24
79902,15910,468,3099,572,476,225
54970,154,267,3158,37,34,199
66611,964,755,7214,50,183,434
29631,203,872,11190,203,1201,270
16354,2,127,10603,79,4,142
79901,9477,201,332,265,27,49
36470,0,68,50,0,0,0
66612,344,558,1347,58,0,287
16360,0,0,1354,0,4,17
79855,1756,9,367,17,0,105
42732,0,0,1803,0,12,0
16329,0,0,503,0,0,24
29646,2401,10737,14241,441,48,436
42754,47,320,15032,95,20,316
66538,20,18,3140,22,5,46
80020,3785,460,38569,2047,2719,1348
16258,33,31,1696,53,0,36
29661,315,125,5587,75,13,61
66539,167,14,2767,0,17,71
80019,359,700,1062,167,183,107
42784,12,30,2325,22,0,21
54945,29,7,3398,2,16,53
16259,0,0,1845,5,4,11
60404,1629,1024,14045,619,476,405
36445,46,1193,2606,0,42,96
80018,1296,1242,7257,898,473,535
16260,0,0,284,0,0,0
29659,0,18,65,0,0,0
66540,7,5,349,5,0,34
80017,6988,7843,14111,2763,1436,2110
42782,0,17,901,0,0,27
54946,0,0,99,0,0,3
16262,5,9,2830,4,18,0
80016,1950,2486,37348,1728,4180,1692
16263,0,0,308,0,0,0
29658,4,4,419,0,0,0
66541,0,1,207,0,3,6
80015,4350,5269,44799,4007,5071,2444
42776,72,7,3224,2,2,21
54947,29,9,2324,5,18,13
16301,51,95,15503,77,51,256
29662,294,4337,9085,1227,314,341
60403,2729,3162,10389,581,786,620
16256,29,0,2173,0,0,11
54944,52,60,8414,63,167,108
16248,0,4,2937,7,5,34
80027,1119,137,26383,1067,3509,774
29666,116,1124,5358,33,0,115
60407,68,0,1732,21,4,35
36442,81,352,2787,27,0,110
66535,135,189,2235,22,2,49
16249,14,0,1871,7,15,7
80026,3448,80,22365,662,1376,972
43002,132,133,2428,0,66,99
54942,42,136,8891,0,62,49
16250,0,0,347,0,0,0
80025,0,0,517,0,0,0
29665,0,0,72,62,0,0
16253,0,0,82,0,0,13
80024,159,0,210,0,0,0
66536,281,15,3810,86,10,162
43001,1,0,2843,0,8,78
54943,141,8,1644,3,11,56
80023,1149,249,15609,424,1553,670
16254,12,30,3065,14,26,70
29664,7,0,2067,16,0,11
60406,11895,6453,4850,713,103,615
36444,0,291,499,0,0,0
66537,29,0,1084,9,0,39
80022,20179,1650,19544,3398,714,1500
16255,0,10,1713,5,0,14
42788,0,0,237,0,0,0
80021,2346,377,25134,1510,1873,1005
79502,255,54,776,28,0,8
80014,2906,4766,23830,3078,2438,1484
16311,5,0,530,12,0,8
80003,5871,439,25311,2639,1201,880
16321,0,0,52,0,0,0
54952,1340,412,22611,54,873,871
29651,2380,4373,35616,1282,852,949
80002,3720,140,12943,1274,137,247
42758,0,0,63,0,0,0
16322,0,0,90,0,6,0
36453,47,12,2173,2,8,106
79942,0,0,18,0,0,0
54956,1159,397,39747,584,772,1068
66548,38,0,881,6,0,18
16323,80,185,14893,178,4,209
29650,683,2672,26483,2603,1694,671
79938,56689,3588,6741,3524,468,955
60305,233,696,8729,468,717,374
16326,0,0,450,0,0,11
66549,17,5,1679,3,0,3
42757,13,7,2839,0,0,80
79936,91986,2123,11679,5159,1100,1208
29649,315,6678,17029,567,541,558
16327,5,32,3108,0,0,41
54960,9,13,2615,0,14,43
36454,0,0,34,0,0,0
79935,13979,728,2535,864,46,75
66550,9,5,533,8,21,23
16328,0,0,95,7,0,1
